variable,value,freq,unweighted,weighted,diff
Q431_19,4,98,4.727448143,4.743330152,-0.015882009
Q431_19,5,32,1.543656536,1.561408969,-0.017752432
Q431_19,6,212,10.22672455,10.47949148,-0.252766922
Q431_19,7,148,7.139411481,7.479908582,-0.340497101
Q431_20,1,1400,67.53497347,67.65829077,-0.123317303
Q431_20,2,510,24.60202605,24.47828534,0.123740709
Q431_20,3,98,4.727448143,4.75801938,-0.030571238
Q431_20,4,16,0.771828268,0.807015898,-0.03518763
Q431_20,5,9,0.434153401,0.398568161,0.03558524
Q431_20,6,23,1.109503136,1.060191727,0.049311409
Q431_20,7,17,0.820067535,0.839628722,-0.019561187
Q431_21,1,1086,52.3878437,52.20846536,0.179378348
Q431_21,2,563,27.15870719,27.08830656,0.07040063
Q431_21,3,209,10.08200675,10.02910038,0.052906374
Q431_21,4,53,2.556681138,2.617814124,-0.061132985
Q431_21,5,18,0.868306802,0.901482432,-0.03317563
Q431_21,6,92,4.438012542,4.574510873,-0.13649833
Q431_21,7,52,2.508441872,2.580320278,-0.071878406
Q431_22,1,1062,51.2301013,50.43219356,0.797907739
Q431_22,2,507,24.45730825,24.51919458,-0.06188633
Q431_22,3,145,6.994693681,6.968989928,0.025703753
Q431_22,4,36,1.736613603,1.824761438,-0.088147834
Q431_22,5,24,1.157742402,1.192419158,-0.034676755
Q431_22,6,66,3.183791606,3.344223251,-0.160431645
Q431_22,7,233,11.23974916,11.71821808,-0.478468927
Q431_23,1,930,44.86251809,44.17865218,0.683865906
Q431_23,2,481,23.20308731,23.15736417,0.045723145
Q431_23,3,180,8.683068017,8.805991337,-0.122923319
Q431_23,4,35,1.688374337,1.802980387,-0.114606051
Q431_23,5,18,0.868306802,0.880406891,-0.01210009
Q431_23,6,96,4.630969609,4.809880304,-0.178910695
Q431_23,7,333,16.06367583,16.36472473,-0.301048896
Q431_24,1,796,38.39845634,37.81677531,0.581681038
Q431_24,2,501,24.16787265,24.05940083,0.108471816
Q431_24,3,210,10.13024602,10.15126449,-0.021018473
Q431_24,4,62,2.990834539,3.04691288,-0.056078341
Q431_24,5,30,1.447178003,1.429974883,0.01720312
Q431_24,6,121,5.836951278,6.05825601,-0.221304732
Q431_24,7,353,17.02846117,17.4374156,-0.408954429
Q431_25,1,1072,51.71249397,50.97680859,0.735685381
Q431_25,2,509,24.55378678,24.49373071,0.060056071
Q431_25,3,181,8.731307284,8.889269648,-0.157962364
Q431_25,4,30,1.447178003,1.489681813,-0.04250381
Q431_25,5,24,1.157742402,1.224216351,-0.066473948
Q431_25,6,76,3.666184274,3.834158611,-0.167974337
Q431_25,7,181,8.731307284,9.092134276,-0.360826992
Q431_26,1,675,32.56150507,32.25003201,0.311473056
Q431_26,2,552,26.62807525,26.51995562,0.108119629
Q431_26,3,275,13.26579836,13.34018969,-0.074391335
Q431_26,4,42,2.026049204,2.034300987,-0.008251783
Q431_26,5,27,1.302460203,1.346381518,-0.043921315
Q431_26,6,149,7.187650748,7.274260995,-0.086610248
Q431_26,7,353,17.02846117,17.23487917,-0.206418005
Q431_27,1,823,39.70091655,39.15935914,0.54155741
Q431_27,2,565,27.25518572,27.16914176,0.086043956
Q431_27,3,228,10.99855282,10.99722588,0.001326942
Q431_27,4,62,2.990834539,3.001048645,-0.010214105
Q431_27,5,27,1.302460203,1.301214904,0.001245299
Q431_27,6,114,5.499276411,5.705527947,-0.206251536
Q431_27,7,254,12.25277376,12.66648172,-0.413707966
Q431_28,1,303,14.61649783,14.57791643,0.038581397
Q431_28,2,332,16.01543657,16.01654703,-0.00111047
Q431_28,3,355,17.1249397,17.02479582,0.10014388
Q431_28,4,137,6.608779547,6.578767358,0.030012188
Q431_28,5,43,2.074288471,2.082924372,-0.008635901
Q431_28,6,392,18.90979257,18.83177839,0.078014177
Q431_28,7,511,24.65026532,24.88727059,-0.237005272
Q431_29,1,466,22.47949831,22.1643285,0.315169812
Q431_29,2,605,29.18475639,28.93053224,0.254224157
Q431_29,3,527,25.42209358,25.25643747,0.165656116
Q431_29,4,177,8.538350217,8.702904227,-0.16455401
Q431_29,5,63,3.039073806,3.200355418,-0.161281612
Q431_29,6,101,4.872165943,4.978900282,-0.106734339
Q431_29,7,134,6.464061746,6.76654187,-0.302480124
Q431_30,1,467,22.52773758,22.21378087,0.313956709
Q431_30,2,606,29.23299566,28.88826122,0.344734437
Q431_30,3,436,21.03232031,21.08537032,-0.053050011
Q431_30,4,114,5.499276411,5.588873253,-0.089596842
Q431_30,5,33,1.591895803,1.619018498,-0.027122695
Q431_30,6,159,7.670043415,7.821699546,-0.151656131
Q431_30,7,258,12.44573082,12.78299629,-0.337265469
Q431_31,1,563,27.15870719,26.86299731,0.295709877
Q431_31,2,628,30.29425953,30.0312132,0.263046324
Q431_31,3,432,20.83936324,20.87368362,-0.034320383
Q431_31,4,145,6.994693681,7.114963574,-0.120269893
Q431_31,5,38,1.833092137,1.908144341,-0.075052204
Q431_31,6,132,6.367583213,6.499525394,-0.131942181
Q431_31,7,135,6.512301013,6.709472553,-0.19717154
Q431_32,1,590,28.46116739,28.09208559,0.369081799
Q431_32,2,678,32.70622287,32.72873334,-0.022510476
Q431_32,3,431,20.79112397,20.90563414,-0.114510168
Q431_32,4,118,5.692233478,5.873249519,-0.181016041
Q431_32,5,30,1.447178003,1.425658285,0.021519718
Q431_32,6,132,6.367583213,6.370258182,-0.002674969
Q431_32,7,94,4.534491076,4.604380938,-0.069889863
Q431_33,1,493,23.78195851,23.37328603,0.408672489
Q431_33,2,563,27.15870719,27.07273631,0.085970878
Q431_33,3,389,18.76507477,18.77892653,-0.013851757
Q431_33,4,190,9.165460685,9.238258053,-0.072797368
Q431_33,5,58,2.797877472,2.858026831,-0.060149358
Q431_33,6,147,7.091172214,6.964374593,0.126797621
Q431_33,7,233,11.23974916,11.71439166,-0.474642505
Q431_34,1,558,26.91751085,26.82878549,0.08872536
Q431_34,2,585,28.21997106,28.20533958,0.01463148
Q431_34,3,402,19.39218524,19.34058894,0.051596303
Q431_34,4,254,12.25277376,12.29884044,-0.046066679
Q431_34,5,82,3.955619875,4.021211036,-0.065591162
Q431_34,6,137,6.608779547,6.61078782,-0.002008274
Q431_34,7,55,2.653159672,2.6944467,-0.041287028
Q431_35,1,495,23.87843705,23.52305553,0.355381518
Q431_35,2,469,22.62421611,22.44047919,0.183736924
Q431_35,3,371,17.89676797,17.85879895,0.037969023
Q431_35,4,213,10.27496382,10.2511424,0.023821423
Q431_35,5,64,3.087313073,3.13393974,-0.046626667
Q431_35,6,244,11.77038109,11.91055133,-0.140170237
Q431_35,7,217,10.46792089,10.88203287,-0.414111985
Q431_36,1,417,20.11577424,19.75905942,0.356714815
Q431_36,2,494,23.83019778,23.82726784,0.002929945
Q431_36,3,440,21.22527738,21.27947692,-0.054199547
Q431_36,4,295,14.2305837,14.22363904,0.006944656
Q431_36,5,87,4.196816208,4.27477384,-0.077957631
Q431_36,6,235,11.33622769,11.44260114,-0.106373455
Q431_36,7,105,5.06512301,5.193181793,-0.128058783
Q431_37,1,516,24.89146165,24.36892386,0.522537793
Q431_37,2,584,28.17173179,27.91454335,0.257188441
Q431_37,3,361,17.4143753,17.57788938,-0.163514075
Q431_37,4,179,8.634828751,8.692007792,-0.057179041
Q431_37,5,39,1.881331404,1.901597533,-0.020266129
Q431_37,6,143,6.898215147,7.161853418,-0.26363827
Q431_37,7,251,12.10805596,12.38318468,-0.275128718
Q431_38,1,402,19.39218524,18.96320268,0.428982556
Q431_38,2,419,20.21225277,20.12326784,0.088984929
Q431_38,3,381,18.37916064,18.30868399,0.070476644
Q431_38,4,182,8.779546551,8.768332743,0.011213808
Q431_38,5,56,2.701398939,2.6930381,0.008360839
Q431_38,6,321,15.48480463,15.59901198,-0.114207352
Q431_38,7,312,15.05065123,15.54446265,-0.493811424
Q431_39,1,604,29.13651712,28.80045042,0.336066705
Q431_39,2,623,30.05306319,30.10976956,-0.056706366
Q431_39,3,323,15.58128316,15.59283746,-0.011554299
Q431_39,4,139,6.70525808,6.757808054,-0.052549974
Q431_39,5,52,2.508441872,2.562979695,-0.054537823
Q431_39,6,197,9.503135552,9.624609531,-0.121473978
Q431_39,7,135,6.512301013,6.551545277,-0.039244264
Q431_40,1,541,26.09744332,25.73816523,0.359278093
Q431_40,2,580,27.97877472,27.68707279,0.291701931
Q431_40,3,345,16.64254703,16.66576117,-0.023214139
Q431_40,4,116,5.595754945,5.712519964,-0.116765019
Q431_40,5,42,2.026049204,2.064449781,-0.038400577
Q431_40,6,260,12.54220936,12.82723524,-0.285025878
Q431_40,7,189,9.117221418,9.304795829,-0.18757441
Q431_41,1,650,31.3555234,31.25808295,0.097440443
Q431_41,2,660,31.83791606,31.78943782,0.048478248
Q431_41,3,334,16.1119151,16.23820367,-0.126288573
Q431_41,4,137,6.608779547,6.560842772,0.047936775
Q431_41,5,56,2.701398939,2.75784201,-0.056443071
Q431_41,6,168,8.104196816,8.197060965,-0.092864149
Q431_41,7,68,3.28027014,3.198529813,0.081740327
Q431_42,1,398,19.19922817,18.89749828,0.301729892
Q431_42,2,409,19.72986011,19.65231622,0.077543887
Q431_42,3,408,19.68162084,19.73857371,-0.056952875
Q431_42,4,221,10.66087795,10.59932796,0.061549994
Q431_42,5,90,4.341534009,4.37487407,-0.033340061
Q431_42,6,411,19.82633864,19.97050882,-0.144170181
Q431_42,7,136,6.56054028,6.766900936,-0.206360656
Q434_88,1,27,1.302460203,1.34016932,-0.037709118
Q434_88,2,37,1.78485287,1.803544504,-0.018691633
Q434_88,3,49,2.363724071,2.355387183,0.008336889
Q434_88,4,42,2.026049204,2.068361851,-0.042312647
Q434_88,5,401,19.34394597,19.40697164,-0.063025665
Q434_88,6,1343,64.78533526,64.62100454,0.164330723
Q434_88,7,174,8.393632417,8.404560965,-0.010928548
Q434_89,1,20,0.964785335,1.022955882,-0.058170546
Q434_89,2,36,1.736613603,1.753691134,-0.017077531
Q434_89,3,66,3.183791606,3.167675,0.016116606
Q434_89,4,64,3.087313073,3.177492313,-0.09017924
Q434_89,5,746,35.98649301,36.20798868,-0.221495676
Q434_89,6,993,47.9015919,47.43729975,0.464292149
Q434_89,7,148,7.139411481,7.232897243,-0.093485762
Q434_90,1,14,0.675349735,0.741196724,-0.065846989
Q434_90,2,42,2.026049204,2.060656692,-0.034607487
Q434_90,3,55,2.653159672,2.648272282,0.00488739
Q434_90,4,41,1.977809937,1.949415059,0.028394878
Q434_90,5,197,9.503135552,9.535067187,-0.031931635
Q434_90,6,1532,73.90255668,73.61639812,0.286158556
Q434_90,7,192,9.261939219,9.448993932,-0.187054713
Q434_91,1,29,1.398938736,1.439151271,-0.040212535
Q434_91,2,76,3.666184274,3.707460765,-0.041276491
Q434_91,3,152,7.332368548,7.324329174,0.008039374
Q434_91,4,234,11.28798842,11.35421805,-0.06622963
Q434_91,5,631,30.43897733,30.40226835,0.036708974
Q434_91,6,828,39.94211288,39.70704871,0.235064174
Q434_91,7,123,5.933429812,6.065523679,-0.132093867
Q434_92,1,40,1.929570671,2.000771785,-0.071201115
Q434_92,2,75,3.617945007,3.699622655,-0.081677648
Q434_92,3,157,7.573564882,7.715858769,-0.142293887
Q434_92,4,169,8.152436083,8.111698506,0.040737577
Q434_92,5,466,22.47949831,22.45220667,0.027291638
Q434_92,6,1049,50.60299083,50.33486632,0.26812451
Q434_92,7,117,5.643994211,5.684975288,-0.040981076
Q434_93,1,17,0.820067535,0.883560074,-0.063492539
Q434_93,2,37,1.78485287,1.841127241,-0.056274371
Q434_93,3,71,3.42498794,3.440661994,-0.015674054
Q434_93,4,142,6.84997588,6.836194764,0.013781116
Q434_93,5,541,26.09744332,25.78442394,0.313019377
Q434_93,6,1147,55.33043898,55.40156922,-0.071130245
Q434_93,7,118,5.692233478,5.812462763,-0.120229285
Q434_94,1,18,0.868306802,0.899635036,-0.031328234
Q434_94,2,38,1.833092137,1.903433949,-0.070341812
Q434_94,3,79,3.810902074,3.771004701,0.039897373
Q434_94,4,131,6.319343946,6.492900881,-0.173556935
Q434_94,5,393,18.95803184,19.01154999,-0.053518157
Q434_94,6,1311,63.24167873,62.88164921,0.360029518
Q434_94,7,103,4.968644477,5.03982623,-0.071181753
Q434_95,1,29,1.398938736,1.472365168,-0.073426431
Q434_95,2,38,1.833092137,1.846059254,-0.012967117
Q434_95,3,105,5.06512301,5.127035115,-0.061912105
Q434_95,4,179,8.634828751,8.692053509,-0.057224758
Q434_95,5,666,32.12735166,31.97089872,0.156452943
Q434_95,6,958,46.21321756,46.01288435,0.200333214
Q434_95,7,98,4.727448143,4.878703888,-0.151255746
Q434_96,1,22,1.061263869,1.113566516,-0.052302648
Q434_96,2,26,1.254220936,1.263965126,-0.00974419
Q434_96,3,78,3.762662808,3.738846428,0.023816379
Q434_96,4,96,4.630969609,4.63824353,-0.007273921
Q434_96,5,358,17.2696575,17.38892884,-0.119271334
Q434_96,6,1390,67.0525808,66.77833761,0.274243192
Q434_96,7,103,4.968644477,5.078111955,-0.109467479
Q434_97,1,29,1.398938736,1.433320534,-0.034381798
Q434_97,2,72,3.473227207,3.5652669,-0.092039693
Q434_97,3,167,8.055957549,8.144415273,-0.088457724
Q434_97,4,219,10.56439942,10.76203688,-0.197637463
Q434_97,5,542,26.14568259,26.41737083,-0.27168824
Q434_97,6,934,45.05547516,44.2733372,0.782137957
Q434_97,7,110,5.306319344,5.404252383,-0.097933039
Q434_98,1,68,3.28027014,3.342111931,-0.061841791
Q434_98,2,98,4.727448143,4.772945554,-0.045497411
Q434_98,3,116,5.595754945,5.664419236,-0.068664291
Q434_98,4,172,8.297153883,8.35888686,-0.061732977
Q434_98,5,358,17.2696575,17.08565385,0.184003651
Q434_98,6,1112,53.64206464,53.56214558,0.079919058
Q434_98,7,149,7.187650748,7.213836987,-0.026186239
Q435_100,1,71,3.42498794,3.5469172,-0.12192926
Q435_100,2,397,19.1509889,19.27239681,-0.121407901
Q435_100,3,620,29.90834539,29.76104311,0.147302283
Q435_100,4,535,25.80800772,25.89863996,-0.090632244
Q435_100,5,273,13.16931983,13.02470051,0.14461932
Q435_100,6,120,5.788712012,5.738956643,0.049755369
Q435_100,7,57,2.749638205,2.757345772,-0.007707566
Q435_101,1,155,7.477086348,7.495120819,-0.01803447
Q435_101,2,702,33.86396527,33.9345583,-0.070593031
Q435_101,3,727,35.06994694,34.91323866,0.156708282
Q435_101,4,226,10.90207429,10.9928851,-0.090810812
Q435_101,5,111,5.354558611,5.357557687,-0.002999076
Q435_101,6,77,3.714423541,3.63934595,0.075077591
Q435_101,7,75,3.617945007,3.66729349,-0.049348483
Q435_102,1,151,7.284129281,7.502642102,-0.218512821
Q435_102,2,801,38.63965268,38.32993248,0.309720192
Q435_102,3,608,29.32947419,29.28772446,0.041749727
Q435_102,4,241,11.62566329,11.77599444,-0.15033115
Q435_102,5,81,3.907380608,3.955208049,-0.047827441
Q435_102,6,59,2.846116739,2.792271655,0.053845084
Q435_102,7,132,6.367583213,6.356226804,0.011356409
Q435_103,1,140,6.753497347,6.954065854,-0.200568508
Q435_103,2,938,45.24843222,45.36281165,-0.114379422
Q435_103,3,636,30.68017366,30.46234849,0.217825171
Q435_103,4,150,7.235890014,7.05028815,0.185601864
Q435_103,5,68,3.28027014,3.336948847,-0.056678707
Q435_103,6,54,2.604920405,2.519760163,0.085160243
Q435_103,7,87,4.196816208,4.313776849,-0.116960641
Q435_104,1,140,6.753497347,6.796419822,-0.042922475
Q435_104,2,580,27.97877472,27.60486919,0.373905532
Q435_104,3,724,34.92522914,35.05986137,-0.134632234
Q435_104,4,403,19.44042451,19.52704655,-0.086622043
Q435_104,5,109,5.258080077,5.362021959,-0.103941882
Q435_104,6,54,2.604920405,2.530305653,0.074614753
Q435_104,7,63,3.039073806,3.119475457,-0.080401651
Q435_105,1,248,11.96333816,12.09205304,-0.128714882
Q435_105,2,855,41.24457308,41.29113915,-0.046566066
Q435_105,3,645,31.11432706,31.16313235,-0.04880529
Q435_105,4,138,6.657018813,6.52810109,0.128917723
Q435_105,5,52,2.508441872,2.467545661,0.040896211
Q435_105,6,48,2.315484805,2.228040301,0.087444504
Q435_105,7,87,4.196816208,4.229988408,-0.0331722
Q435_99,1,157,7.573564882,7.795204235,-0.221639354
Q435_99,2,640,30.87313073,31.04391761,-0.170786883
Q435_99,3,559,26.96575012,26.846834,0.118916121
Q435_99,4,385,18.5721177,18.51472171,0.057395992
Q435_99,5,166,8.007718283,7.903452891,0.104265391
Q435_99,6,96,4.630969609,4.546160425,0.084809184
Q435_99,7,70,3.376748673,3.349709125,0.027039549
Q437_43,1,197,9.503135552,9.491587427,0.011548125
Q437_43,2,520,25.08441872,25.10027756,-0.015858844
Q437_43,3,808,38.97732754,39.00450519,-0.02717764
Q437_43,4,229,11.04679209,11.08211789,-0.035325802
Q437_43,5,198,9.551374819,9.507048164,0.044326655
Q437_43,6,72,3.473227207,3.470563285,0.002663922
Q437_43,7,49,2.363724071,2.343900487,0.019823584
Q437_44,1,52,2.508441872,2.544682782,-0.036240911
Q437_44,2,139,6.70525808,6.71730826,-0.01205018
Q437_44,3,257,12.39749156,12.55931691,-0.161825353
Q437_44,4,233,11.23974916,11.2184759,0.021273252
Q437_44,5,647,31.2108056,30.5930756,0.617729991
Q437_44,6,672,32.41678726,32.82806014,-0.411272879
Q437_44,7,73,3.521466474,3.539080395,-0.017613921
Q437_45,1,81,3.907380608,3.975318119,-0.067937511
Q437_45,2,298,14.3753015,14.35205614,0.023245356
Q437_45,3,777,37.48191027,37.85384748,-0.371937208
Q437_45,4,463,22.33478051,22.11949729,0.215283224
Q437_45,5,324,15.62952243,15.52372057,0.105801864
Q437_45,6,80,3.859141341,3.730442048,0.128699294
Q437_45,7,50,2.411963338,2.445118356,-0.033155018
Q437_46,1,58,2.797877472,2.836040745,-0.038163273
Q437_46,2,148,7.139411481,7.17047346,-0.031061979
Q437_46,3,290,13.98938736,13.84323287,0.146154495
Q437_46,4,207,9.98552822,9.984189024,0.001339196
Q437_46,5,456,21.99710564,21.37018125,0.62692439
Q437_46,6,823,39.70091655,40.44559563,-0.744679083
Q437_46,7,91,4.389773275,4.350287021,0.039486255
Q437_47,1,49,2.363724071,2.481726388,-0.118002316
Q437_47,2,168,8.104196816,8.325277416,-0.2210806
Q437_47,3,311,15.00241196,15.42170195,-0.419289987
Q437_47,4,332,16.01543657,15.9831808,0.032255763
Q437_47,5,609,29.37771346,29.08442955,0.293283907
Q437_47,6,532,25.66328992,25.24303124,0.420258682
Q437_47,7,72,3.473227207,3.460652655,0.012574552
Q437_49,1,46,2.219006271,2.32903903,-0.110032759
Q437_49,2,123,5.933429812,6.007973795,-0.074543983
Q437_49,3,480,23.15484805,23.35079112,-0.195943076
Q437_49,4,503,24.26435118,24.17084821,0.093502972
Q437_49,5,540,26.04920405,25.562617,0.486587055
Q437_49,6,326,15.72600096,15.90087702,-0.174876059
Q437_49,7,55,2.653159672,2.677853823,-0.024694151
Q437_50,1,68,3.28027014,3.438432798,-0.158162658
Q437_50,2,200,9.647853353,9.86849531,-0.220641957
Q437_50,3,302,14.56825856,14.63950196,-0.071243395
Q437_50,4,287,13.84466956,13.71597288,0.128696681
Q437_50,5,441,21.27351664,21.14525331,0.128263333
Q437_50,6,705,34.00868307,33.80595046,0.20273261
Q437_50,7,70,3.376748673,3.386393286,-0.009644613
Q437_51,1,41,1.977809937,2.012927412,-0.035117474
Q437_51,2,110,5.306319344,5.426848689,-0.120529345
Q437_51,3,234,11.28798842,11.54101267,-0.253024252
Q437_51,4,431,20.79112397,20.87065048,-0.079526505
Q437_51,5,847,40.85865895,40.92337866,-0.064719708
Q437_51,6,348,16.78726483,16.21458158,0.572683253
Q437_51,7,62,2.990834539,3.010600509,-0.019765969
Q437_52,1,84,4.052098408,4.212694843,-0.160596435
Q437_52,2,242,11.67390256,11.79275276,-0.118850204
Q437_52,3,516,24.89146165,24.61072446,0.280737188
Q437_52,4,413,19.92281717,19.71630515,0.206512021
Q437_52,5,501,24.16787265,24.17477863,-0.006905979
Q437_52,6,253,12.20453449,12.34320152,-0.13866703
Q437_52,7,64,3.087313073,3.149542632,-0.06222956
Q437_53,1,45,2.170767004,2.250549926,-0.079782922
Q437_53,2,118,5.692233478,5.704291624,-0.012058146
Q437_53,3,337,16.2566329,16.2748824,-0.018249503
Q437_53,4,459,22.14182344,21.98911504,0.152708408
Q437_53,5,696,33.57452967,33.24263121,0.331898456
Q437_53,6,354,17.07670043,17.37502323,-0.298322791
Q437_53,7,64,3.087313073,3.163506575,-0.076193502
Q437_54,1,41,1.977809937,1.980243515,-0.002433578
Q437_54,2,102,4.92040521,4.934824121,-0.014418911
Q437_54,3,188,9.068982151,8.915988071,0.15299408
Q437_54,4,270,13.02460203,12.96664773,0.057954298
Q437_54,5,642,30.96960926,30.94600353,0.02360573
Q437_54,6,762,36.75832127,36.90069646,-0.142375189
Q437_54,7,68,3.28027014,3.35559657,-0.07532643
Q74_1,1,690,33.28509407,32.82823359,0.45686048
Q74_1,2,405,19.53690304,19.1976033,0.339299737
Q74_1,3,241,11.62566329,11.56473476,0.060928527
Q74_1,4,243,11.72214182,11.96293279,-0.240790962
Q74_1,5,475,22.91365171,23.50389617,-0.590244459
Q74_1,6,19,0.916546068,0.942599392,-0.026053323
Q74_10,1,183,8.827785818,8.934365218,-0.106579401
Q74_10,2,297,14.32706223,14.24907445,0.077987781
Q74_10,3,305,14.71297636,14.54516434,0.167812022
Q74_10,4,468,22.57597685,22.54292787,0.033048974
Q74_10,5,764,36.85479981,36.9610267,-0.106226894
Q74_10,6,56,2.701398939,2.767441422,-0.066042483
Q74_11,1,62,2.990834539,3.041044025,-0.050209486
Q74_11,2,144,6.946454414,6.949674925,-0.003220512
Q74_11,3,289,13.94114809,14.03901538,-0.097867285
Q74_11,4,725,34.9734684,34.99228597,-0.018817563
Q74_11,5,800,38.59141341,38.34459127,0.246822136
Q74_11,6,53,2.556681138,2.633388429,-0.07670729
Q74_12,1,99,4.77568741,4.737196929,0.038490481
Q74_12,2,165,7.959479016,7.898757524,0.060721492
Q74_12,3,335,16.16015437,16.01787965,0.142274714
Q74_12,4,733,35.35938254,35.52068606,-0.161303526
Q74_12,5,682,32.89917993,32.85745853,0.041721405
Q74_12,6,59,2.846116739,2.968021305,-0.121904566
Q74_13,1,31,1.49541727,1.50522792,-0.00981065
Q74_13,2,72,3.473227207,3.51920882,-0.045981613
Q74_13,3,129,6.222865412,6.225238957,-0.002373544
Q74_13,4,366,17.65557164,17.77170263,-0.116130994
Q74_13,5,1385,66.81138447,66.52985802,0.281526446
Q74_13,6,90,4.341534009,4.448763654,-0.107229645
Q74_14,1,65,3.13555234,3.020100196,0.115452144
Q74_14,2,140,6.753497347,6.810334291,-0.056836944
Q74_14,3,378,18.23444284,18.10376104,0.130681793
Q74_14,4,685,33.04389773,33.13391866,-0.090020927
Q74_14,5,744,35.89001447,35.92981954,-0.03980507
Q74_14,6,61,2.942595273,3.002066267,-0.059470995
Q74_15,1,96,4.630969609,4.788070618,-0.157101009
Q74_15,2,150,7.235890014,7.215164981,0.020725034
Q74_15,3,222,10.70911722,10.77688143,-0.067764208
Q74_15,4,437,21.08055958,20.92130183,0.159257741
Q74_15,5,1100,53.06319344,52.9415404,0.12165304
Q74_15,6,68,3.28027014,3.357040738,-0.076770598
Q74_2,1,889,42.88470815,42.96252254,-0.077814385
Q74_2,2,588,28.36468886,28.2632992,0.101389655
Q74_2,3,313,15.0988905,15.03094382,0.067946672
Q74_2,4,213,10.27496382,10.3525653,-0.077601479
Q74_2,5,53,2.556681138,2.577615222,-0.020934084
Q74_2,6,17,0.820067535,0.813053914,0.007013621
Q74_3,1,248,11.96333816,12.22979131,-0.266453154
Q74_3,2,444,21.41823444,21.60996026,-0.191725817
Q74_3,3,646,31.16256633,30.9183212,0.244245131
Q74_3,4,538,25.95272552,25.63201237,0.32071315
Q74_3,5,173,8.34539315,8.415827962,-0.070434812
Q74_3,6,24,1.157742402,1.1940869,-0.036344498
Q74_4,1,196,9.454896286,9.585485628,-0.130589342
Q74_4,2,304,14.6647371,14.83057818,-0.165841088
Q74_4,3,410,19.77809937,19.58523627,0.192863104
Q74_4,4,626,30.19778099,30.09113193,0.106649066
Q74_4,5,508,24.50554752,24.46623286,0.039314659
Q74_4,6,29,1.398938736,1.441335135,-0.042396399
Q74_5,1,444,21.41823444,21.64002869,-0.221794244
Q74_5,2,587,28.31644959,28.61839836,-0.301948771
Q74_5,3,416,20.06753497,20.01392315,0.053611822
Q74_5,4,363,17.51085384,17.16443567,0.34641816
Q74_5,5,237,11.43270622,11.27255629,0.160149929
Q74_5,6,26,1.254220936,1.290657832,-0.036436897
Q74_6,1,1039,50.12059817,50.30136091,-0.180762745
Q74_6,2,632,30.48721659,30.6366238,-0.149407209
Q74_6,3,256,12.34925229,12.21459308,0.134659207
Q74_6,4,102,4.92040521,4.76330425,0.15710096
Q74_6,5,27,1.302460203,1.255956926,0.046503276
Q74_6,6,17,0.820067535,0.828161025,-0.00809349
Q74_7,1,828,39.94211288,39.87630363,0.065809248
Q74_7,2,488,23.54076218,23.11948728,0.421274903
Q74_7,3,228,10.99855282,11.0181152,-0.019562375
Q74_7,4,190,9.165460685,9.196717442,-0.031256757
Q74_7,5,313,15.0988905,15.52097846,-0.422087958
Q74_7,6,26,1.254220936,1.268397997,-0.014177061
Q74_8,1,480,23.15484805,23.20070259,-0.04585454
Q74_8,2,349,16.8355041,16.82268371,0.012820388
Q74_8,3,356,17.17317897,16.91490032,0.258278649
Q74_8,4,292,14.08586589,13.93066628,0.155199618
Q74_8,5,553,26.67631452,26.97476252,-0.298447999
Q74_8,6,43,2.074288471,2.156284586,-0.081996116
Q74_9,1,118,5.692233478,5.690350997,0.001882481
Q74_9,2,194,9.358417752,9.16699821,0.191419542
Q74_9,3,199,9.599614086,9.468042163,0.131571923
Q74_9,4,395,19.05451037,19.15445263,-0.099942255
Q74_9,5,1103,53.20791124,53.35998215,-0.152070909
Q74_9,6,64,3.087313073,3.160173855,-0.072860782
,,,,,-0.786225505
,,,,,0.797907739